Date,Mean,Min,Max,Meandiff,Mindiff,Maxdiff
2018-12-30,95.49249999999999,92.14,97.04,-0.016474065834466534,-0.021556759052776875,-0.01989698010301988
2019-01-06,98.6825,97.11,100.69,0.03340576485064295,0.05393965704362924,0.03761335531739474
2019-01-13,100.40599999999999,99.91,100.76,0.017465102728447146,0.028833281845330072,0.0006952030986195901
2019-01-20,102.526,100.94,104.59,0.02111427603928062,0.010309278350515427,0.038011115522032624
2019-01-27,102.9375,102.68,103.39,0.004013616058365699,0.017237963146423674,-0.011473372215316968
2019-02-03,103.968,103.5,104.41,0.01001092896174871,0.007985975847292437,0.00986555759744645
2019-02-10,103.104,101.36,104.25,-0.008310249307479256,-0.02067632850241552,-0.0015324202662579944
2019-02-17,102.90799999999999,100.88,105.55,-0.0019009931719430329,-0.0047355958958169575,0.012470023980815315
2019-02-24,105.33500000000001,105.0,105.69,0.023584172270377568,0.040840602696272876,0.0013263855992420304
2019-03-03,105.06799999999998,104.36,106.1,-0.002534770019461896,-0.0060952380952381535,0.003879269561926302
2019-03-10,103.6,102.97,104.19,-0.013971903909848815,-0.013319279417401297,-0.018001885014137575
2019-03-17,104.934,104.04,106.55,0.012876447876447816,0.010391376128969565,0.02265092619253295
2019-03-24,104.228,99.76,107.19,-0.006728038576629181,-0.04113802383698584,0.0060065696855935435
2019-03-31,100.074,98.93,101.23,-0.039854933415205074,-0.008319967923015259,-0.05560220169791952
2019-04-07,105.2,104.64,105.56,0.051222095649219535,0.05771757808551503,0.04277388126049586
2019-04-14,106.66000000000001,104.87,111.21,0.013878326996197732,0.0021980122324158913,0.053524062144751694
2019-04-21,112.19999999999999,109.94,114.3,0.05194074629664325,0.04834557070658896,0.027785271108713205
2019-04-28,113.79400000000001,113.55,114.47,0.014206773618538504,0.03283609241404406,0.0014873140857392109
2019-05-05,115.772,115.16,116.12,0.01738228729106983,0.014178775869660987,0.01441425701057053
2019-05-12,113.18800000000002,112.51,115.09,-0.02231973188681191,-0.0230114623133032,-0.008870134343782254
2019-05-19,110.35,109.45,111.31,-0.025073329328197502,-0.027197582437116674,-0.03284386132591888
2019-05-26,110.45,108.64,111.73,0.0009062075215224841,-0.007400639561443656,0.0037732458898571686
2019-06-02,107.44,105.96,108.52,-0.027252150294250876,-0.024668630338733455,-0.028729974044571782
2019-06-09,109.172,106.46,110.37,0.01612062546537607,0.004718761796904447,0.017047548838923676
2019-06-16,109.93000000000002,109.27,110.68,0.006943172241967055,0.026394890099567858,0.0028087342574976137
2019-06-23,109.894,109.22,110.71,-0.0003274811243519915,-0.00045758213599333963,0.0002710516805202179
2019-06-30,108.30000000000001,107.76,108.66,-0.01450488652701687,-0.013367515107123196,-0.018516845813386307
