Date,Open,High,Low,Close,Adj Close,Volume
2016-10-06,67.73,67.97,67.05,67.87,63.49,17485000
2016-10-07,67.79,68.18,67.4,68.11,63.72,18497000
2016-10-10,68.34,69.06,68.23,68.64,64.21,12924800
2016-10-11,68.5,68.82,67.93,68.31,63.9,15657100
2016-10-12,68.26,68.59,68.05,68.13,63.74,11899800
2016-10-13,67.46,67.87,66.82,67.74,63.37,17890000
2016-10-14,68.8,69.03,67.3,67.52,63.17,24163800
2016-10-17,67.42,67.79,66.74,67.17,62.84,14963400
2016-10-18,67.85,68.21,67.54,67.7,63.33,11659400
2016-10-19,67.81,68.5,67.81,68.35,63.94,12705800
2016-10-20,68.08,68.68,67.94,68.26,63.86,14122000
2016-10-21,67.81,68.53,67.7,68.49,64.07,12175700
2016-10-24,68.97,69.05,68.5,68.87,64.43,10197100
2016-10-25,68.88,68.93,68.38,68.8,64.36,9945100
2016-10-26,68.37,69.25,68.37,69.13,64.67,9801300
2016-10-27,69.49,69.77,69.1,69.23,64.77,14210700
2016-10-28,69.53,69.55,68.47,69.11,64.65,12766500
2016-10-31,69.43,69.58,69.23,69.26,64.79,14336300
2016-11-01,69.48,69.78,68.33,68.97,64.52,15564500
2016-11-02,68.65,68.85,68.01,68.68,64.25,12449800
2016-11-03,68.86,69.19,68.22,68.38,63.97,10369700
2016-11-04,68.49,68.56,67.64,67.76,63.39,13571300
2016-11-07,69.08,69.97,69.0,69.88,65.37,16515100
2016-11-08,69.7,70.55,69.24,70.03,65.51,17475400
2016-11-09,71.46,74.15,71.32,73.25,68.53,50948400
2016-11-10,74.22,77.25,74.22,76.65,71.71,56192300
2016-11-11,76.3,76.72,75.77,76.69,71.74,27574300
2016-11-14,77.25,80.44,77.25,79.51,74.38,45600000
2016-11-15,78.37,79.41,77.78,79.36,74.24,28126300
2016-11-16,78.22,78.35,76.88,77.4,72.41,25714900
2016-11-17,77.93,78.46,77.6,78.02,72.99,19306700
2016-11-18,77.96,78.42,77.55,77.71,72.7,19770000
2016-11-21,78.0,78.17,77.29,78.05,73.02,11983500
2016-11-22,78.35,78.56,77.76,78.53,73.47,14410100
2016-11-23,78.87,79.24,77.89,78.86,73.77,13373700
2016-11-25,79.1,79.45,78.47,78.83,73.75,6185700
2016-11-28,78.18,78.87,78.02,78.32,73.27,13007200
2016-11-29,78.39,79.16,78.39,78.92,73.83,14144100
2016-11-30,79.92,80.53,79.7,80.17,75.0,25351900
2016-12-01,80.65,82.28,80.65,81.79,76.52,23823600
2016-12-02,81.8,81.83,80.9,81.6,76.34,16931500
2016-12-05,82.3,83.29,82.29,83.26,77.89,18529800
2016-12-06,83.6,83.81,82.43,83.69,78.29,16130000
2016-12-07,83.55,84.09,82.85,84.07,78.65,18996900
2016-12-08,84.23,85.5,83.94,85.12,79.63,20844900
2016-12-09,85.02,85.5,84.14,85.49,79.98,14567200
2016-12-12,85.36,85.79,84.29,84.73,79.27,14511300
2016-12-13,84.98,85.67,83.82,84.76,79.29,16669000
2016-12-14,83.88,86.12,83.76,84.73,79.27,22622600
2016-12-15,85.4,86.49,84.9,86.0,80.45,19438900
2016-12-16,86.29,86.29,84.89,84.94,79.46,22710300
2016-12-19,84.8,85.44,84.19,85.43,79.92,21685100
2016-12-20,85.79,86.54,85.55,86.53,80.95,14587300
2016-12-21,86.43,86.81,86.03,86.75,81.16,11400500
2016-12-22,86.44,87.17,86.21,86.89,81.29,13924200
2016-12-23,87.0,87.15,86.4,87.05,81.44,10725000
2016-12-27,87.05,87.16,86.75,87.13,81.51,6946400
2016-12-28,87.16,87.39,86.35,86.5,80.92,9455600
2016-12-29,86.58,86.67,85.04,85.89,80.35,14606100
2016-12-30,86.1,86.42,85.66,86.29,80.72,13617800
2017-01-03,87.34,87.76,85.98,87.23,81.6,20550700
2017-01-04,86.96,87.18,86.4,86.91,81.75,15266600
2017-01-05,86.81,87.11,85.26,86.11,81.0,14300800
2017-01-06,86.39,86.62,85.94,86.12,81.01,12893300
2017-01-09,85.73,86.77,85.52,86.18,81.07,12735600
2017-01-10,86.07,86.9,85.72,86.43,81.3,13989000
2017-01-11,86.43,87.08,85.91,87.08,81.91,14713100
2017-01-12,86.76,87.27,86.02,86.24,81.12,21337400
2017-01-13,87.11,88.17,86.1,86.7,81.56,28296000
2017-01-17,84.93,85.22,83.28,83.55,78.59,29969400
2017-01-18,83.63,84.23,83.03,83.94,78.96,21270100
2017-01-19,84.06,84.67,83.12,83.3,78.36,16555600
2017-01-20,83.43,83.83,83.29,83.67,78.71,18436800
2017-01-23,83.3,84.0,83.21,83.71,78.74,12179200
2017-01-24,83.92,85.0,83.56,84.72,79.69,15175300
2017-01-25,85.84,86.17,85.17,86.03,80.93,17551000
2017-01-26,85.95,86.95,85.95,86.75,81.6,15962800
2017-01-27,86.66,86.98,86.27,86.93,81.77,12535400
2017-01-30,86.19,86.5,85.32,86.03,80.93,13661900
2017-01-31,85.6,86.15,84.09,84.63,79.61,15655100
2017-02-01,85.54,86.1,84.68,84.95,79.91,15430900
2017-02-02,84.34,84.91,84.16,84.59,79.57,11081400
2017-02-03,86.19,87.31,85.87,87.18,82.01,17885200
2017-02-06,86.79,87.45,86.61,86.77,81.62,11828400
2017-02-07,87.14,87.4,86.48,86.72,81.58,9392800
2017-02-08,86.18,86.31,85.37,85.96,80.86,13970900
2017-02-09,85.96,87.33,85.96,87.2,82.03,13749100
2017-02-10,87.48,87.48,86.89,87.0,81.84,10992500
2017-02-13,87.44,88.74,87.43,88.15,82.92,18739100
2017-02-14,88.3,89.7,88.11,89.56,84.25,17784700
2017-02-15,90.08,90.87,89.35,90.59,85.22,17381800
2017-02-16,90.4,91.04,89.77,90.53,85.16,17672700
2017-02-17,89.82,90.47,89.69,90.23,84.88,15776600
2017-02-21,90.51,91.15,90.46,91.01,85.61,14068300
2017-02-22,90.52,91.3,90.42,91.06,85.66,11839000
2017-02-23,91.18,91.34,90.52,91.13,85.72,11067000
2017-02-24,90.18,90.54,89.73,90.33,84.97,15062300
2017-02-27,90.32,90.73,90.02,90.43,85.07,12361000
2017-02-28,89.85,90.82,89.59,90.62,85.24,15183500
2017-03-01,92.79,93.98,92.61,93.6,88.05,24451400
2017-03-02,93.87,93.92,92.03,92.14,86.67,16862500
2017-03-03,92.14,93.11,92.14,92.8,87.3,12817500
2017-03-06,92.25,92.32,91.1,91.92,86.47,15059200
2017-03-07,91.64,92.09,91.21,91.41,85.99,11156800
2017-03-08,92.68,92.85,91.1,91.21,85.8,17378400
2017-03-09,91.6,92.14,91.15,91.57,86.14,13726200
2017-03-10,91.95,92.0,90.53,91.28,85.87,13729900
2017-03-13,91.31,91.78,90.93,91.36,85.94,10004300
2017-03-14,91.02,91.65,90.77,91.51,86.08,10237700
2017-03-15,91.8,92.55,91.13,91.73,86.29,16601400
2017-03-16,92.03,92.81,91.57,91.64,86.2,14492000
2017-03-17,91.83,92.04,90.65,90.68,85.3,21734700
2017-03-20,90.27,91.17,89.79,90.03,84.69,14623600
2017-03-21,90.36,90.64,87.06,87.39,82.21,33089200
2017-03-22,86.89,88.07,86.01,87.53,82.34,21741000
2017-03-23,87.21,88.5,87.09,87.39,82.21,16090100
2017-03-24,87.79,88.09,86.77,87.29,82.11,16093200
2017-03-27,85.53,87.4,85.23,87.24,82.07,16689300
2017-03-28,87.02,89.02,86.98,88.6,83.34,16264400
2017-03-29,88.6,88.82,88.08,88.27,83.03,10207600
2017-03-30,88.2,89.46,88.12,89.03,83.75,11631000
2017-03-31,88.71,88.74,87.75,87.84,82.63,16987600
2017-04-03,87.99,88.17,86.6,87.52,82.33,19831800
2017-04-04,86.89,87.67,86.72,87.31,82.6,14280800
2017-04-05,88.42,88.54,86.13,86.19,82.01,17635500
2017-04-06,85.98,86.91,85.25,86.48,82.29,14379600
2017-04-07,85.93,86.81,85.71,86.18,82.0,13097100
2017-04-10,86.08,86.69,85.4,85.88,81.72,15081600
2017-04-11,85.54,85.79,84.8,85.73,81.58,14690500
2017-04-12,85.93,85.95,85.03,85.4,81.26,14730600
2017-04-13,85.5,86.99,84.4,84.4,80.31,30529800
2017-04-17,84.44,86.08,84.37,85.86,81.7,19071700
2017-04-18,85.36,85.63,84.74,85.16,81.03,14127000
2017-04-19,85.5,85.92,84.36,84.46,80.37,17588500
2017-04-20,84.98,85.78,84.55,85.55,81.4,15635800
2017-04-21,85.5,85.68,84.51,84.52,80.42,19820600
2017-04-24,86.55,88.05,86.42,87.5,83.26,25468300
2017-04-25,88.55,89.13,88.26,88.26,83.98,18253800
2017-04-26,88.35,89.05,88.14,88.43,84.14,12832200
2017-04-27,88.37,88.37,87.01,87.61,83.36,13329000
2017-04-28,87.6,87.85,86.95,87.0,82.78,10728000
2017-05-01,87.36,87.74,86.56,87.06,82.84,15712300
2017-05-02,86.71,86.88,86.02,86.5,82.31,14414200
2017-05-03,86.06,87.1,86.02,87.0,82.78,11540500
2017-05-04,87.69,87.73,86.57,87.1,82.88,11540100
2017-05-05,87.25,87.34,86.42,87.0,82.78,9436000
2017-05-08,87.04,87.32,86.65,87.1,82.88,8162200
2017-05-09,87.26,87.84,86.5,86.75,82.55,10273900
2017-05-10,86.53,87.48,86.47,87.43,83.19,8334900
2017-05-11,87.09,87.48,86.35,87.16,82.94,10907400
2017-05-12,86.68,87.05,86.34,86.92,82.71,8738800
2017-05-15,87.1,87.49,86.86,87.34,83.11,8835600
2017-05-16,87.36,88.09,87.34,87.61,83.36,9795000
2017-05-17,87.61,87.61,83.97,84.27,80.19,24679700
2017-05-18,84.07,84.8,83.36,83.96,79.89,23350100
2017-05-19,84.21,85.34,84.15,84.78,80.67,13412900
2017-05-22,85.18,85.29,84.21,84.7,80.6,11636000
2017-05-23,84.75,86.07,84.51,85.76,81.6,11753000
2017-05-24,85.88,85.97,85.24,85.71,81.56,9833800
2017-05-25,85.99,86.08,85.08,85.35,81.21,12238500
2017-05-26,85.11,85.56,85.02,85.36,81.22,8113500
2017-05-30,85.13,85.15,83.78,83.9,79.83,12603200
2017-05-31,83.73,83.82,81.64,82.15,78.17,28327900
2017-06-01,82.46,83.08,81.65,83.06,79.03,17123500
2017-06-02,82.29,82.99,81.98,82.64,78.64,14998500
2017-06-05,82.64,83.51,82.58,82.79,78.78,9080200
2017-06-06,82.29,83.22,82.13,82.96,78.94,12196800
2017-06-07,83.31,84.11,83.1,83.91,79.84,13711100
2017-06-08,83.91,85.73,83.89,84.95,80.83,17676000
2017-06-09,85.51,87.05,85.39,86.96,82.75,19120200
2017-06-12,86.96,87.74,86.89,86.98,82.76,16053400
2017-06-13,87.55,87.85,86.98,87.27,83.04,12557200
2017-06-14,86.77,87.31,85.82,87.09,82.87,16175700
2017-06-15,86.25,87.08,86.24,86.57,82.37,12509700
2017-06-16,86.85,86.96,86.02,86.18,82.0,16936600
2017-06-19,86.97,88.23,86.85,88.07,83.8,15972300
2017-06-20,87.75,87.92,87.37,87.52,83.28,11197800
2017-06-21,87.48,87.55,86.76,87.12,82.9,10005900
2017-06-22,86.93,87.36,86.65,87.02,82.8,12180600
2017-06-23,87.66,88.0,86.61,86.86,82.65,18812000
2017-06-26,87.01,87.67,86.62,87.24,83.01,10082400
2017-06-27,87.71,88.94,87.5,88.05,83.78,15415200
2017-06-28,88.6,90.07,88.6,89.82,85.47,17466200
2017-06-29,92.34,92.65,90.31,91.15,86.73,27697800
2017-06-30,91.96,92.0,91.16,91.4,86.97,16892700
2017-07-03,91.56,93.48,91.41,92.75,88.74,13208100
2017-07-05,93.12,93.79,92.61,93.68,89.63,17535400
2017-07-06,93.54,94.51,92.88,93.38,89.34,16596100
2017-07-07,93.96,94.17,93.23,93.85,89.79,12817800
2017-07-10,93.5,93.68,93.09,93.19,89.16,13987200
2017-07-11,93.33,93.33,92.28,92.83,88.82,13262300
2017-07-12,92.61,92.83,92.07,92.51,88.51,13540100
2017-07-13,92.69,93.38,92.34,93.1,89.08,12820100
2017-07-14,90.81,92.61,90.58,92.25,88.26,22235200
2017-07-17,91.82,91.99,91.25,91.39,87.44,14374200
2017-07-18,90.45,91.58,90.32,91.07,87.13,14719400
2017-07-19,91.34,91.62,91.0,91.2,87.26,11651200
2017-07-20,91.15,91.72,90.9,91.2,87.26,11561700
2017-07-21,91.06,91.36,90.52,90.89,86.96,10971300
2017-07-24,90.96,91.54,90.91,91.28,87.33,10725100
2017-07-25,92.37,93.52,92.27,92.8,88.79,16447700
2017-07-26,93.1,93.19,91.68,91.93,87.96,11815500
2017-07-27,91.83,92.06,91.16,91.55,87.59,12332400
2017-07-28,91.45,91.75,90.91,91.28,87.33,9351900
2017-07-31,91.51,92.36,91.5,91.8,87.83,11520300
2017-08-01,92.49,93.14,92.28,93.03,89.01,12523700
2017-08-02,92.87,93.21,92.51,93.11,89.08,10165600
2017-08-03,92.7,93.13,92.24,92.5,88.5,11078800
2017-08-04,93.5,94.4,93.47,93.66,89.61,14324000
2017-08-07,93.89,94.19,93.71,94.02,89.96,7978300
2017-08-08,93.95,95.22,93.6,93.68,89.63,13745400
2017-08-09,92.98,93.68,92.83,93.53,89.49,11214400
2017-08-10,92.9,93.07,92.07,92.19,88.2,13252300
2017-08-11,92.13,92.67,91.24,91.42,87.47,10679500
2017-08-14,92.37,92.9,92.33,92.49,88.49,10901800
2017-08-15,93.31,93.56,92.65,92.73,88.72,8812700
2017-08-16,93.04,93.23,91.88,92.09,88.11,11085400
2017-08-17,91.76,91.96,90.5,90.65,86.73,13837500
2017-08-18,90.31,91.54,90.19,90.74,86.82,13040700
2017-08-21,90.85,90.94,90.16,90.63,86.71,11502100
2017-08-22,91.07,91.71,91.0,91.56,87.6,9211800
2017-08-23,90.87,92.34,90.84,91.67,87.71,8811300
2017-08-24,91.93,92.12,91.41,91.52,87.56,8623200
2017-08-25,91.88,92.48,91.8,91.89,87.92,11794600
2017-08-28,92.16,92.19,91.13,91.6,87.64,7292900
2017-08-29,90.45,91.31,90.31,91.1,87.16,10886100
2017-08-30,91.25,91.88,91.19,91.31,87.36,9165300
2017-08-31,91.81,91.85,90.8,90.89,86.96,13217400
2017-09-01,91.25,92.36,90.95,91.7,87.74,9815800
2017-09-05,91.02,91.11,89.02,89.51,85.64,16897300
2017-09-06,90.0,90.52,89.64,90.11,86.21,11845700
2017-09-07,90.11,90.13,88.08,88.53,84.7,14592300
2017-09-08,88.31,89.42,88.24,88.42,84.6,14242200
2017-09-11,89.39,90.25,88.95,89.79,85.91,13219000
2017-09-12,90.17,91.25,90.1,90.89,86.96,14003800
2017-09-13,90.61,91.5,90.32,91.15,87.21,12485400
2017-09-14,91.2,91.53,90.74,90.97,87.04,10562800
2017-09-15,91.08,91.71,90.76,91.62,87.66,18171800
2017-09-18,91.93,93.14,91.85,92.92,88.9,11318700
2017-09-19,92.71,94.36,92.52,93.94,89.88,12626100
2017-09-20,94.1,95.29,93.71,94.6,90.51,15311600
2017-09-21,94.46,95.37,94.19,95.03,90.92,10851500
2017-09-22,94.7,94.98,94.43,94.83,90.73,8358300
2017-09-25,94.51,94.88,93.45,94.12,90.05,10463400
2017-09-26,93.78,94.03,93.34,93.7,89.65,9358100
2017-09-27,94.97,95.72,94.58,95.18,91.07,15090200
2017-09-28,95.59,95.88,94.91,95.38,91.26,10270400
2017-09-29,95.3,95.52,95.02,95.51,91.38,11438400
2017-10-02,95.77,96.88,95.46,96.84,92.65,13797200
2017-10-03,96.83,97.43,96.77,97.35,93.14,9633500
2017-10-04,97.3,97.44,96.28,96.36,92.19,12166600
2017-10-05,96.0,97.4,95.55,97.09,93.44,14236200
2017-10-06,97.55,97.64,96.47,96.92,93.27,10231900
2017-10-09,96.96,97.07,96.14,96.41,92.78,7765100
2017-10-10,96.46,97.18,96.24,97.13,93.47,10631500
2017-10-11,96.83,97.01,96.14,96.84,93.2,14283600
2017-10-12,97.3,97.5,95.62,95.99,92.38,18251600
2017-10-13,95.48,96.71,94.96,95.86,92.25,13190600
2017-10-16,96.34,97.95,96.34,97.84,94.16,12434000
2017-10-17,98.07,98.18,97.32,97.62,93.95,10335700
2017-10-18,98.15,98.55,97.63,97.99,94.3,10158600
2017-10-19,97.19,98.2,97.09,98.11,94.42,9133900
2017-10-20,99.28,99.89,98.73,99.51,95.76,15326600
2017-10-23,99.51,99.99,99.24,99.34,95.6,9238600
2017-10-24,99.88,101.19,99.76,100.92,97.12,13000800
2017-10-25,101.25,101.45,100.19,101.02,97.22,14632700
2017-10-26,101.35,102.42,101.32,101.74,97.91,13054400
2017-10-27,101.43,102.23,101.05,101.77,97.94,10400400
2017-10-30,101.13,101.93,100.87,101.41,97.59,8839500
2017-10-31,101.37,101.7,100.57,100.61,96.82,8690200
2017-11-01,101.1,101.7,100.73,100.92,97.12,8418200
2017-11-02,100.87,101.77,100.16,101.59,97.77,8731800
2017-11-03,101.1,101.53,100.73,101.41,97.59,7103500
2017-11-06,101.34,101.69,100.66,100.78,96.99,8103400
2017-11-07,100.56,100.75,98.25,98.75,95.03,18822600
2017-11-08,98.27,98.37,97.15,97.64,93.97,18524700
2017-11-09,97.12,98.22,96.81,97.63,93.96,13697800
2017-11-10,97.81,98.34,97.5,97.51,93.84,9314000
2017-11-13,96.69,98.05,96.62,97.86,94.18,9303100
2017-11-14,97.34,97.78,96.85,97.27,93.61,11043800
2017-11-15,96.39,98.74,95.95,98.19,94.49,15384100
2017-11-16,98.53,99.06,98.31,98.47,94.76,9808000
2017-11-17,97.82,98.41,97.57,98.14,94.45,9017900
2017-11-20,98.45,99.15,97.76,99.01,95.28,9483200
2017-11-21,99.5,99.55,98.91,98.93,95.21,13389400
2017-11-22,99.03,99.52,98.59,98.64,94.93,7342200
2017-11-24,98.83,98.9,98.26,98.32,94.62,3680000
2017-11-27,98.31,99.13,97.93,97.93,94.24,13076200
2017-11-28,98.21,101.7,97.97,101.36,97.55,16773000
2017-11-29,102.41,104.22,101.96,103.73,99.83,21105500
2017-11-30,104.74,106.66,104.04,104.52,100.59,23945900
2017-12-01,104.9,105.32,102.2,104.79,100.85,19683500
2017-12-04,107.73,108.4,106.77,106.95,102.92,23576600
2017-12-05,105.58,107.41,104.12,105.72,101.74,17193900
2017-12-06,105.55,105.76,104.53,104.93,100.98,15476200
2017-12-07,103.95,105.19,103.73,104.62,100.68,13371800
2017-12-08,104.75,105.94,104.34,105.93,101.94,13506900
2017-12-11,105.72,106.06,105.31,105.62,101.64,10591200
2017-12-12,106.91,107.37,105.54,106.85,102.83,15508800
2017-12-13,106.7,107.11,105.48,105.51,101.54,15020300
2017-12-14,106.12,106.45,104.64,104.66,100.72,13034200
2017-12-15,105.79,106.52,105.2,106.14,102.15,29350600
2017-12-18,107.19,107.63,106.48,106.96,102.93,12713100
2017-12-19,107.35,107.49,106.44,106.51,102.5,12149900
2017-12-20,107.6,107.73,106.09,106.14,102.15,13091500
2017-12-21,106.59,108.07,106.56,107.83,103.77,12323700
2017-12-22,108.2,108.46,106.81,107.45,103.41,14573400
2017-12-26,107.2,107.99,106.4,107.02,102.99,7403700
2017-12-27,106.67,107.29,106.67,107.22,103.18,9496500
2017-12-28,107.4,107.84,107.16,107.79,103.73,7440600
2017-12-29,108.09,108.28,106.94,106.94,102.92,8925700
2018-01-02,107.63,108.02,106.81,107.95,103.89,13578800
2018-01-03,107.86,108.49,107.48,108.06,103.99,11901000
2018-01-04,108.36,110.03,108.2,109.04,105.48,12953700
2018-01-05,109.26,109.55,107.78,108.34,104.81,14155000
2018-01-08,108.15,108.68,107.7,108.5,104.96,12466500
2018-01-09,108.72,109.63,108.49,109.05,105.49,13292300
2018-01-10,109.47,110.7,109.39,110.25,106.65,15834500
2018-01-11,110.67,110.93,110.05,110.84,107.22,13676800
2018-01-12,111.65,112.85,110.84,112.67,108.99,18884200
2018-01-16,111.51,113.43,111.07,112.27,108.61,22703300
2018-01-17,111.89,113.3,111.31,112.99,109.3,14906600
2018-01-18,112.76,113.72,112.27,113.26,109.57,14572900
2018-01-19,113.94,114.34,112.8,113.01,109.32,18785500
2018-01-22,112.66,114.39,112.5,114.33,110.6,12475700
2018-01-23,113.67,114.64,113.35,114.21,110.48,12320800
2018-01-24,114.86,116.0,114.66,115.67,111.9,15904500
2018-01-25,116.04,116.17,115.08,115.7,111.93,13510000
2018-01-26,115.7,116.32,114.96,116.32,112.53,13883900
2018-01-29,116.02,117.35,116.02,116.2,112.41,11679900
2018-01-30,115.53,116.6,114.98,115.11,111.35,14279100
2018-01-31,115.65,116.66,115.16,115.67,111.9,13141400
2018-02-01,115.77,116.99,115.48,116.87,113.06,13800600
2018-02-02,116.49,116.92,114.09,114.28,110.55,16477300
2018-02-05,113.0,114.59,103.98,108.8,105.25,30097600
2018-02-06,106.85,112.48,106.61,112.11,108.45,33114800
2018-02-07,111.55,114.45,111.15,112.87,109.19,21878300
2018-02-08,113.11,113.11,107.84,107.88,104.36,27425800
2018-02-09,109.1,111.05,106.23,110.04,106.45,28188000
2018-02-12,111.17,112.73,110.07,111.74,108.09,18043300
2018-02-13,111.32,113.05,110.8,112.43,108.76,16358200
2018-02-14,112.63,115.27,112.53,115.03,111.28,15186900
2018-02-15,115.74,115.99,114.22,115.51,111.74,12130200
2018-02-16,114.55,116.07,114.5,114.68,110.94,13214300
2018-02-20,114.65,115.39,113.97,114.71,110.97,13461500
2018-02-21,115.0,117.45,114.67,115.19,111.43,14212500
2018-02-22,115.5,116.43,114.76,114.98,111.23,17070400
2018-02-23,115.31,117.39,115.31,117.31,113.48,12162500
2018-02-26,118.14,118.9,117.32,118.77,114.9,16511200
2018-02-27,118.91,119.33,117.35,117.36,113.53,17563300
2018-02-28,117.82,118.49,115.34,115.5,111.73,17735600
2018-03-01,115.48,116.64,112.65,113.43,109.73,18690000
2018-03-02,112.39,113.56,111.12,113.32,109.62,18353700
2018-03-05,112.05,115.93,111.89,115.06,111.31,13933000
2018-03-06,115.64,115.82,114.32,115.16,111.4,10674400
2018-03-07,113.75,115.1,113.11,114.73,110.99,13006500
2018-03-08,115.11,115.23,113.21,114.74,111.0,11173700
2018-03-09,116.55,118.08,115.67,118.04,114.19,15366600
2018-03-12,118.0,118.75,117.25,117.66,113.82,12339300
2018-03-13,118.2,118.47,115.83,116.25,112.46,13312300
2018-03-14,116.56,116.59,114.6,114.95,111.2,12905100
2018-03-15,115.87,116.0,114.83,115.24,111.48,8748000
2018-03-16,115.34,116.6,115.34,115.44,111.67,19888900
2018-03-19,115.1,115.45,113.3,114.53,110.79,13214900
2018-03-20,114.87,115.45,114.45,114.64,110.9,9921200
2018-03-21,114.81,116.63,114.21,114.74,111.0,13633000
2018-03-22,113.2,113.6,109.54,109.95,106.36,22550400
2018-03-23,110.27,110.92,106.76,107.01,103.52,23081500
2018-03-26,109.19,111.16,108.65,110.31,106.71,20217500
2018-03-27,111.07,111.69,107.3,108.17,104.64,18039900
2018-03-28,108.28,109.17,106.65,108.0,104.48,19189300
2018-03-29,108.5,110.78,107.78,109.97,106.38,13274600
2018-04-02,109.96,110.73,106.08,107.85,104.33,18822500
2018-04-03,108.36,109.5,107.26,109.33,105.76,14050700
2018-04-04,107.1,111.21,107.02,110.99,107.37,15302600
2018-04-05,111.63,112.83,111.39,111.88,108.78,16627000
2018-04-06,110.55,111.55,107.82,109.09,106.07,18906000
2018-04-09,110.01,112.98,109.89,110.4,107.34,15974300
2018-04-10,112.13,112.87,111.42,112.51,109.39,13951400
2018-04-11,111.66,111.81,110.52,110.62,107.55,14503300
2018-04-12,111.56,114.39,111.5,113.37,110.23,16435500
2018-04-13,115.02,115.15,109.05,110.3,107.24,39152800
2018-04-16,110.94,111.47,109.79,110.21,107.16,16580500
2018-04-17,111.37,111.92,109.99,110.21,107.16,15501400
2018-04-18,110.53,111.07,108.89,109.32,106.29,16081400
2018-04-19,109.53,111.87,109.5,111.72,108.62,17911000
2018-04-20,112.3,112.74,110.88,111.47,108.38,15584400
2018-04-23,111.57,111.95,110.63,110.93,107.86,11285800
2018-04-24,111.75,112.9,109.59,110.41,107.35,16453100
2018-04-25,110.27,110.53,108.6,109.99,106.94,13548200
2018-04-26,109.97,110.82,109.34,110.1,107.05,10299500
2018-04-27,109.55,110.16,109.13,109.4,106.37,9384000
2018-04-30,109.75,110.3,108.75,108.78,105.76,13744900
2018-05-01,108.45,108.97,107.54,108.78,105.76,10503400
2018-05-02,108.11,109.49,107.73,107.92,104.93,12162100
2018-05-03,107.59,107.77,105.18,107.24,104.27,15379100
2018-05-04,106.43,108.74,105.98,108.43,105.42,11967900
2018-05-07,108.76,109.68,108.36,109.37,106.34,9356700
2018-05-08,109.53,111.34,109.28,110.99,107.91,12543200
2018-05-09,111.44,113.64,111.03,113.41,110.27,11368100
2018-05-10,113.19,114.44,112.75,114.29,111.12,9159700
2018-05-11,114.49,114.73,113.67,113.86,110.7,10253000
2018-05-14,114.11,114.7,113.74,113.9,110.74,8710700
2018-05-15,113.91,113.91,112.57,113.03,109.9,11536200
2018-05-16,112.89,113.69,112.63,113.34,110.2,7571100
2018-05-17,113.2,113.41,112.2,112.96,109.83,8617200
2018-05-18,112.75,112.8,110.84,111.13,108.05,11806300
2018-05-21,112.05,112.54,111.92,112.15,109.04,9441900
2018-05-22,112.35,114.29,112.29,113.01,109.88,11507600
2018-05-23,112.51,112.77,111.12,112.49,109.37,11119300
2018-05-24,112.14,112.15,110.12,111.23,108.15,14084800
2018-05-25,110.46,111.08,110.2,110.66,107.59,8283500
2018-05-29,109.18,109.2,104.96,105.93,102.99,30643800
2018-05-30,107.64,108.6,106.65,108.35,105.35,17490800
2018-05-31,107.95,108.19,106.42,107.01,104.04,19808200
2018-06-01,108.34,108.94,107.8,108.4,105.4,13594200
2018-06-04,108.99,109.26,108.27,108.45,105.44,9415400
2018-06-05,108.24,108.31,107.07,107.84,104.85,10415200
2018-06-06,108.66,110.74,108.48,110.36,107.3,15453600
2018-06-07,111.18,111.5,110.03,110.8,107.73,13444400
2018-06-08,110.62,111.14,110.06,111.11,108.03,10383200
2018-06-11,111.12,111.91,110.77,110.83,107.76,12642900
2018-06-12,111.14,111.53,109.52,110.19,107.14,15294100
2018-06-13,110.46,111.45,109.58,109.97,106.92,14979700
2018-06-14,110.28,110.36,107.78,108.03,105.04,20487300
2018-06-15,107.8,108.38,106.27,107.9,104.91,26028600
2018-06-18,107.26,108.4,106.69,108.18,105.18,9786800
2018-06-19,106.9,107.88,106.6,107.55,104.57,12707200
2018-06-20,108.18,108.64,107.44,107.54,104.56,8876900
2018-06-21,107.1,108.21,106.53,107.51,104.53,11048700
2018-06-22,108.16,108.37,105.51,105.75,102.82,19478900
2018-06-25,105.66,105.7,103.96,104.79,101.89,16907600
2018-06-26,104.71,105.21,103.11,104.86,101.95,17086800
2018-06-27,104.68,105.92,103.23,103.24,100.38,16276800
2018-06-28,103.68,105.46,103.51,104.93,102.02,14491300
2018-06-29,106.68,106.9,104.15,104.2,101.31,18972400
2018-07-02,103.72,105.09,103.38,105.08,102.17,11130000
2018-07-03,105.41,105.78,103.52,103.61,100.74,8311700
2018-07-05,104.13,104.38,103.53,103.72,101.39,10723400
2018-07-06,103.12,104.5,102.2,104.06,101.73,12173700
2018-07-09,104.71,107.46,104.71,107.28,104.87,13900800
2018-07-10,108.02,108.4,106.53,106.62,104.23,14575900
2018-07-11,106.31,107.06,106.21,106.39,104.0,10186500
2018-07-12,107.42,107.56,105.97,106.85,104.45,12456800
2018-07-13,107.3,107.8,105.14,106.36,103.97,21289100
2018-07-16,107.05,110.77,106.98,110.58,108.1,24662600
2018-07-17,110.69,110.93,109.75,110.5,108.02,14821900
2018-07-18,110.42,112.12,110.2,111.53,109.03,14244900
2018-07-19,111.06,111.09,109.73,109.89,107.42,16775300
2018-07-20,110.0,111.74,109.78,111.28,108.78,13578100
